team1,team2,toss_winner,venue,pitch_type,weather,total_score,wickets,overs,winner
MI,KKR,KKR,Eden Gardens,Balanced,Humid,179,10,8.3,KKR
MI,DC,DC,Wankhede Stadium,Batting,Cloudy,250,3,14.6,MI
RCB,LSG,RCB,Chinnaswamy Stadium,Batting,Humid,148,6,6.0,LSG
KKR,RCB,RCB,Chepauk,Batting,Cloudy,213,6,13.2,RCB
KKR,LSG,LSG,Eden Gardens,Batting,Cloudy,177,2,10.2,LSG
CSK,LSG,CSK,Narendra Modi Stadium,Batting,Humid,154,5,7.9,LSG
LSG,DC,LSG,Chinnaswamy Stadium,Batting,Humid,212,3,13.2,LSG
RR,DC,RR,Narendra Modi Stadium,Batting,Hot,175,4,13.3,RR
SRH,CSK,SRH,Narendra Modi Stadium,Balanced,Humid,243,8,7.7,SRH
KKR,GT,GT,Eden Gardens,Batting,Cloudy,200,4,14.2,GT
KKR,LSG,LSG,Chepauk,Bowling,Humid,179,3,14.5,KKR
RR,SRH,SRH,Wankhede Stadium,Batting,Hot,124,8,5.7,SRH
LSG,RR,LSG,Wankhede Stadium,Bowling,Cloudy,164,6,8.5,LSG
GT,LSG,GT,Chepauk,Balanced,Humid,155,8,16.3,GT
MI,CSK,CSK,Chepauk,Balanced,Hot,233,4,13.4,CSK
KKR,RCB,RCB,Chepauk,Bowling,Hot,192,6,8.7,KKR
LSG,RR,RR,Narendra Modi Stadium,Batting,Hot,233,10,6.9,RR
RR,RCB,RR,Narendra Modi Stadium,Bowling,Humid,163,4,17.5,RCB
CSK,RCB,CSK,Eden Gardens,Batting,Humid,167,7,14.9,RCB
CSK,RCB,RCB,Narendra Modi Stadium,Bowling,Humid,240,1,10.2,CSK
KKR,CSK,KKR,Eden Gardens,Batting,Cloudy,179,9,14.2,KKR
KKR,MI,MI,Chinnaswamy Stadium,Batting,Hot,170,10,9.1,KKR
SRH,LSG,SRH,Chepauk,Batting,Cloudy,127,8,14.1,LSG
SRH,CSK,SRH,Chepauk,Batting,Cloudy,192,3,12.5,CSK
RR,LSG,RR,Chinnaswamy Stadium,Balanced,Humid,244,2,9.1,LSG
KKR,RR,RR,Chinnaswamy Stadium,Batting,Humid,166,3,11.8,RR
PBKS,SRH,PBKS,Narendra Modi Stadium,Batting,Humid,150,4,10.6,SRH
GT,DC,DC,Wankhede Stadium,Bowling,Cloudy,239,4,18.5,GT
MI,CSK,MI,Eden Gardens,Balanced,Cloudy,241,9,13.9,MI
MI,DC,DC,Wankhede Stadium,Batting,Cloudy,138,7,17.4,MI
MI,GT,GT,Chepauk,Batting,Hot,157,10,10.1,MI
LSG,RR,RR,Wankhede Stadium,Balanced,Cloudy,142,10,13.8,RR
SRH,DC,DC,Narendra Modi Stadium,Batting,Cloudy,226,2,12.4,DC
KKR,SRH,KKR,Wankhede Stadium,Balanced,Humid,188,0,17.6,SRH
GT,CSK,CSK,Chepauk,Bowling,Humid,236,10,19.5,GT
DC,SRH,DC,Chinnaswamy Stadium,Bowling,Hot,186,3,10.3,DC
RCB,GT,RCB,Narendra Modi Stadium,Batting,Humid,247,0,10.6,RCB
DC,PBKS,PBKS,Eden Gardens,Bowling,Hot,150,7,13.7,DC
PBKS,CSK,PBKS,Chinnaswamy Stadium,Bowling,Cloudy,225,0,6.6,PBKS
GT,MI,MI,Eden Gardens,Batting,Humid,167,3,9.3,MI
PBKS,MI,MI,Narendra Modi Stadium,Bowling,Cloudy,148,3,15.8,MI
GT,PBKS,PBKS,Eden Gardens,Batting,Cloudy,151,5,17.9,GT
KKR,GT,GT,Wankhede Stadium,Batting,Cloudy,154,7,11.0,GT
GT,SRH,SRH,Chepauk,Balanced,Cloudy,231,10,14.7,GT
LSG,SRH,SRH,Chepauk,Batting,Hot,172,4,19.1,SRH
GT,RR,RR,Wankhede Stadium,Balanced,Hot,142,6,19.4,RR
GT,LSG,LSG,Chinnaswamy Stadium,Batting,Cloudy,124,2,11.7,GT
CSK,DC,CSK,Narendra Modi Stadium,Batting,Humid,225,3,12.9,DC
RCB,SRH,SRH,Chinnaswamy Stadium,Bowling,Humid,190,5,11.2,RCB
RR,DC,RR,Wankhede Stadium,Balanced,Cloudy,187,9,13.3,DC
RCB,KKR,KKR,Wankhede Stadium,Balanced,Cloudy,126,9,9.3,KKR
CSK,PBKS,CSK,Chepauk,Balanced,Hot,219,0,12.9,CSK
MI,SRH,MI,Wankhede Stadium,Balanced,Cloudy,223,0,16.6,MI
RCB,GT,RCB,Narendra Modi Stadium,Bowling,Cloudy,201,9,12.3,RCB
LSG,RCB,RCB,Narendra Modi Stadium,Bowling,Cloudy,224,8,16.2,LSG
DC,LSG,LSG,Wankhede Stadium,Balanced,Humid,209,2,10.3,DC
RCB,PBKS,PBKS,Wankhede Stadium,Bowling,Humid,147,5,11.5,RCB
SRH,LSG,LSG,Chepauk,Balanced,Humid,131,5,15.1,SRH
CSK,DC,CSK,Narendra Modi Stadium,Balanced,Cloudy,148,8,6.4,DC
LSG,DC,DC,Eden Gardens,Bowling,Humid,166,10,15.9,DC
GT,PBKS,PBKS,Chepauk,Batting,Hot,210,9,7.8,GT
RCB,LSG,LSG,Narendra Modi Stadium,Batting,Humid,147,1,6.2,LSG
DC,RCB,DC,Eden Gardens,Balanced,Humid,161,4,6.6,DC
SRH,RCB,RCB,Chepauk,Bowling,Cloudy,193,1,10.8,RCB
LSG,DC,DC,Chinnaswamy Stadium,Balanced,Cloudy,222,1,12.8,LSG
DC,KKR,KKR,Narendra Modi Stadium,Bowling,Hot,228,10,19.0,DC
PBKS,DC,PBKS,Narendra Modi Stadium,Batting,Hot,227,2,6.6,DC
RCB,SRH,SRH,Wankhede Stadium,Bowling,Humid,132,0,9.3,SRH
MI,LSG,MI,Eden Gardens,Balanced,Humid,248,3,9.4,MI
RR,KKR,KKR,Chinnaswamy Stadium,Bowling,Hot,128,1,16.4,RR
LSG,SRH,SRH,Wankhede Stadium,Bowling,Humid,236,0,7.8,LSG
LSG,SRH,LSG,Eden Gardens,Batting,Humid,195,0,12.3,LSG
SRH,DC,DC,Chinnaswamy Stadium,Bowling,Hot,235,5,9.8,SRH
RR,DC,DC,Wankhede Stadium,Bowling,Humid,188,6,11.1,DC
PBKS,SRH,SRH,Chepauk,Bowling,Humid,129,7,8.3,SRH
MI,RCB,MI,Eden Gardens,Bowling,Cloudy,221,9,12.5,RCB
GT,SRH,GT,Wankhede Stadium,Balanced,Humid,183,10,10.5,SRH
MI,SRH,MI,Chepauk,Balanced,Cloudy,195,5,9.4,SRH
LSG,RCB,LSG,Wankhede Stadium,Balanced,Hot,201,6,17.1,RCB
RCB,GT,GT,Wankhede Stadium,Balanced,Hot,207,2,7.0,RCB
DC,KKR,DC,Wankhede Stadium,Balanced,Cloudy,164,3,14.1,DC
RR,CSK,CSK,Chinnaswamy Stadium,Bowling,Humid,137,5,19.2,CSK
CSK,RCB,CSK,Chinnaswamy Stadium,Bowling,Cloudy,221,7,8.7,CSK
SRH,RR,RR,Chepauk,Balanced,Hot,138,0,15.6,RR
KKR,PBKS,KKR,Eden Gardens,Balanced,Hot,188,5,19.1,PBKS
PBKS,KKR,PBKS,Chinnaswamy Stadium,Balanced,Humid,241,1,16.4,PBKS
GT,PBKS,GT,Chepauk,Bowling,Cloudy,242,3,6.4,GT
GT,RCB,RCB,Eden Gardens,Balanced,Humid,154,0,9.6,GT
GT,SRH,SRH,Chinnaswamy Stadium,Balanced,Humid,213,10,15.5,SRH
DC,GT,DC,Chinnaswamy Stadium,Balanced,Hot,225,6,9.7,DC
KKR,LSG,LSG,Narendra Modi Stadium,Bowling,Cloudy,211,3,17.4,KKR
CSK,RCB,RCB,Eden Gardens,Balanced,Cloudy,154,5,7.1,CSK
CSK,KKR,KKR,Narendra Modi Stadium,Balanced,Cloudy,121,10,16.9,KKR
MI,KKR,MI,Chinnaswamy Stadium,Bowling,Humid,238,6,17.6,MI
DC,PBKS,PBKS,Chepauk,Batting,Cloudy,176,3,9.5,PBKS
SRH,PBKS,SRH,Chepauk,Balanced,Humid,221,7,6.2,PBKS
RR,GT,GT,Eden Gardens,Bowling,Humid,177,0,11.3,GT
DC,PBKS,DC,Eden Gardens,Batting,Hot,197,7,19.4,PBKS
MI,KKR,KKR,Wankhede Stadium,Bowling,Hot,238,1,16.2,KKR
MI,LSG,MI,Narendra Modi Stadium,Batting,Hot,159,10,7.5,LSG
RR,GT,RR,Chepauk,Bowling,Humid,192,10,17.5,RR
SRH,DC,SRH,Chinnaswamy Stadium,Bowling,Humid,197,7,14.3,SRH
RCB,PBKS,PBKS,Narendra Modi Stadium,Balanced,Cloudy,142,0,8.6,RCB
MI,KKR,MI,Wankhede Stadium,Batting,Humid,197,0,10.5,MI
DC,PBKS,PBKS,Chepauk,Balanced,Humid,140,2,19.8,DC
LSG,RR,RR,Chepauk,Batting,Humid,201,3,8.8,LSG
LSG,GT,GT,Eden Gardens,Bowling,Cloudy,140,4,12.4,GT
GT,KKR,GT,Wankhede Stadium,Balanced,Cloudy,166,6,9.6,GT
KKR,CSK,CSK,Eden Gardens,Batting,Hot,243,10,5.6,KKR
MI,SRH,MI,Wankhede Stadium,Bowling,Cloudy,124,6,15.3,MI
MI,RCB,MI,Chinnaswamy Stadium,Batting,Humid,176,9,5.5,RCB
CSK,RR,RR,Chinnaswamy Stadium,Batting,Humid,127,10,14.8,CSK
DC,PBKS,PBKS,Eden Gardens,Batting,Humid,240,9,19.7,PBKS
LSG,MI,MI,Eden Gardens,Bowling,Humid,152,10,13.1,MI
RCB,SRH,SRH,Eden Gardens,Bowling,Humid,239,0,11.3,SRH
GT,PBKS,GT,Eden Gardens,Batting,Hot,144,0,10.2,PBKS
DC,RR,RR,Chepauk,Batting,Humid,137,6,13.8,DC
RR,KKR,RR,Narendra Modi Stadium,Bowling,Cloudy,178,2,19.9,KKR
DC,GT,GT,Narendra Modi Stadium,Bowling,Hot,136,10,13.5,GT
MI,KKR,KKR,Eden Gardens,Balanced,Hot,170,3,18.2,MI
RR,CSK,CSK,Narendra Modi Stadium,Bowling,Cloudy,165,1,11.7,RR
SRH,PBKS,SRH,Chinnaswamy Stadium,Batting,Hot,176,1,15.8,SRH
PBKS,SRH,PBKS,Chinnaswamy Stadium,Bowling,Hot,218,6,8.4,SRH
PBKS,LSG,LSG,Chinnaswamy Stadium,Balanced,Cloudy,185,1,7.6,PBKS
DC,RCB,RCB,Chinnaswamy Stadium,Bowling,Hot,198,4,17.0,DC
PBKS,LSG,LSG,Narendra Modi Stadium,Balanced,Hot,244,10,18.0,LSG
MI,LSG,LSG,Narendra Modi Stadium,Bowling,Cloudy,222,2,12.3,LSG
PBKS,CSK,CSK,Chepauk,Balanced,Humid,149,5,10.5,PBKS
MI,RCB,RCB,Chinnaswamy Stadium,Bowling,Cloudy,142,5,15.7,RCB
CSK,RCB,RCB,Wankhede Stadium,Bowling,Cloudy,137,4,16.2,RCB
LSG,RCB,LSG,Chepauk,Batting,Humid,205,0,18.5,RCB
GT,RR,RR,Chepauk,Balanced,Cloudy,139,3,13.8,RR
LSG,RCB,LSG,Wankhede Stadium,Batting,Hot,154,7,8.5,LSG
SRH,MI,MI,Eden Gardens,Bowling,Humid,221,10,13.7,MI
PBKS,LSG,LSG,Chinnaswamy Stadium,Bowling,Hot,201,10,17.4,LSG
CSK,GT,GT,Chinnaswamy Stadium,Balanced,Hot,236,2,13.1,GT
PBKS,KKR,PBKS,Eden Gardens,Bowling,Hot,205,8,9.3,KKR
DC,SRH,SRH,Narendra Modi Stadium,Balanced,Hot,127,10,18.7,DC
PBKS,LSG,LSG,Chepauk,Bowling,Cloudy,218,8,17.4,LSG
PBKS,RCB,RCB,Narendra Modi Stadium,Batting,Humid,172,6,8.0,RCB
SRH,PBKS,SRH,Chinnaswamy Stadium,Bowling,Hot,125,9,7.2,PBKS
SRH,CSK,CSK,Eden Gardens,Bowling,Hot,120,3,17.2,SRH
CSK,MI,MI,Chepauk,Bowling,Humid,232,9,16.2,MI
SRH,DC,DC,Chinnaswamy Stadium,Batting,Cloudy,193,0,17.3,DC
GT,SRH,SRH,Chepauk,Bowling,Humid,238,4,9.6,SRH
DC,GT,GT,Narendra Modi Stadium,Bowling,Cloudy,168,1,6.9,GT
MI,KKR,KKR,Chepauk,Batting,Hot,247,4,14.3,KKR
KKR,RCB,KKR,Narendra Modi Stadium,Batting,Cloudy,191,0,17.3,RCB
GT,PBKS,GT,Narendra Modi Stadium,Bowling,Humid,159,2,19.3,GT
SRH,RCB,RCB,Chinnaswamy Stadium,Bowling,Cloudy,150,5,14.8,SRH
DC,SRH,SRH,Chepauk,Batting,Humid,220,2,9.6,SRH
CSK,GT,CSK,Narendra Modi Stadium,Batting,Hot,203,6,16.4,CSK
SRH,RR,RR,Eden Gardens,Batting,Humid,219,3,10.6,RR
KKR,MI,MI,Narendra Modi Stadium,Bowling,Cloudy,140,10,15.1,MI
SRH,DC,DC,Chepauk,Batting,Hot,243,2,17.6,DC
RR,GT,GT,Chepauk,Batting,Hot,123,1,8.7,GT
SRH,GT,GT,Eden Gardens,Bowling,Cloudy,171,2,12.3,SRH
LSG,DC,DC,Chepauk,Balanced,Hot,151,4,19.1,DC
RR,GT,GT,Chepauk,Bowling,Hot,161,6,15.7,GT
RCB,RR,RCB,Narendra Modi Stadium,Balanced,Cloudy,199,3,10.0,RR
KKR,GT,KKR,Chepauk,Balanced,Hot,240,6,6.7,GT
SRH,KKR,SRH,Narendra Modi Stadium,Bowling,Cloudy,125,5,8.2,KKR
RR,SRH,RR,Eden Gardens,Balanced,Humid,177,3,8.7,SRH
MI,DC,DC,Wankhede Stadium,Batting,Cloudy,182,10,18.1,DC
GT,LSG,GT,Wankhede Stadium,Bowling,Humid,163,5,17.4,LSG
LSG,KKR,LSG,Eden Gardens,Balanced,Cloudy,133,8,18.0,KKR
KKR,MI,KKR,Wankhede Stadium,Bowling,Hot,207,1,12.1,KKR
RR,DC,DC,Chepauk,Balanced,Cloudy,121,8,15.4,DC
CSK,GT,CSK,Chinnaswamy Stadium,Bowling,Humid,203,2,14.7,CSK
RR,KKR,KKR,Chepauk,Batting,Cloudy,208,5,15.3,RR
MI,RR,MI,Wankhede Stadium,Balanced,Humid,130,6,10.8,MI
SRH,PBKS,SRH,Wankhede Stadium,Batting,Humid,212,10,13.9,SRH
DC,GT,DC,Wankhede Stadium,Batting,Humid,227,5,13.6,DC
LSG,PBKS,LSG,Eden Gardens,Batting,Cloudy,195,4,6.1,PBKS
DC,GT,DC,Narendra Modi Stadium,Bowling,Hot,225,2,12.2,GT
GT,DC,DC,Chepauk,Bowling,Cloudy,234,5,19.6,GT
MI,DC,DC,Eden Gardens,Batting,Humid,146,7,13.9,MI
KKR,RR,RR,Eden Gardens,Bowling,Cloudy,246,4,13.4,RR
GT,MI,MI,Wankhede Stadium,Balanced,Hot,194,6,15.3,GT
KKR,MI,MI,Narendra Modi Stadium,Bowling,Hot,125,10,10.4,KKR
KKR,PBKS,PBKS,Chepauk,Bowling,Cloudy,184,4,15.4,PBKS
SRH,PBKS,PBKS,Wankhede Stadium,Bowling,Cloudy,125,1,14.1,PBKS
PBKS,LSG,LSG,Chinnaswamy Stadium,Balanced,Hot,224,5,18.8,LSG
KKR,LSG,KKR,Narendra Modi Stadium,Bowling,Humid,224,4,15.9,LSG
MI,LSG,LSG,Narendra Modi Stadium,Batting,Hot,153,5,13.4,LSG
LSG,KKR,KKR,Wankhede Stadium,Balanced,Cloudy,127,0,18.1,KKR
CSK,RCB,CSK,Chepauk,Balanced,Cloudy,198,10,14.0,CSK
PBKS,RCB,PBKS,Eden Gardens,Balanced,Cloudy,126,10,14.4,PBKS
RR,GT,GT,Eden Gardens,Balanced,Cloudy,208,3,5.9,GT
SRH,LSG,SRH,Chinnaswamy Stadium,Batting,Hot,156,10,16.7,SRH
GT,MI,GT,Eden Gardens,Batting,Cloudy,176,8,8.0,GT
MI,PBKS,PBKS,Narendra Modi Stadium,Bowling,Hot,246,6,18.0,MI
RR,LSG,LSG,Chinnaswamy Stadium,Batting,Hot,241,2,10.2,RR
MI,LSG,LSG,Chepauk,Balanced,Hot,236,1,18.9,MI
RR,RCB,RR,Narendra Modi Stadium,Batting,Cloudy,138,7,11.1,RR
KKR,RCB,RCB,Wankhede Stadium,Batting,Cloudy,203,2,6.0,KKR
MI,RR,MI,Chepauk,Batting,Humid,222,8,17.9,RR
MI,SRH,MI,Wankhede Stadium,Balanced,Humid,221,7,16.5,SRH
LSG,PBKS,PBKS,Chepauk,Batting,Cloudy,191,4,14.9,LSG
GT,KKR,GT,Chinnaswamy Stadium,Balanced,Hot,205,3,8.0,GT
KKR,GT,KKR,Narendra Modi Stadium,Bowling,Hot,124,9,19.0,GT
CSK,KKR,KKR,Wankhede Stadium,Balanced,Cloudy,202,6,13.0,KKR
CSK,MI,MI,Chinnaswamy Stadium,Balanced,Humid,214,7,13.3,CSK
GT,KKR,GT,Chinnaswamy Stadium,Bowling,Hot,190,10,17.3,GT
SRH,RR,SRH,Narendra Modi Stadium,Balanced,Hot,176,3,7.4,RR
MI,LSG,LSG,Chepauk,Balanced,Humid,179,7,12.6,MI
RCB,SRH,SRH,Chinnaswamy Stadium,Balanced,Cloudy,164,3,8.0,SRH
GT,DC,GT,Wankhede Stadium,Batting,Hot,131,4,17.7,GT
MI,DC,DC,Chinnaswamy Stadium,Balanced,Cloudy,205,2,8.1,MI
MI,DC,DC,Narendra Modi Stadium,Bowling,Humid,163,9,11.4,DC
CSK,RCB,RCB,Chepauk,Batting,Humid,127,4,14.5,CSK
DC,GT,GT,Eden Gardens,Bowling,Cloudy,150,1,17.7,DC
RR,LSG,LSG,Narendra Modi Stadium,Balanced,Humid,204,6,5.7,RR
MI,GT,GT,Wankhede Stadium,Balanced,Humid,235,10,10.1,GT
MI,LSG,LSG,Wankhede Stadium,Balanced,Cloudy,187,4,19.7,MI
KKR,DC,KKR,Chinnaswamy Stadium,Bowling,Cloudy,199,0,9.5,KKR
GT,RCB,GT,Narendra Modi Stadium,Bowling,Cloudy,220,4,6.0,RCB
MI,SRH,SRH,Chinnaswamy Stadium,Bowling,Hot,245,3,13.3,MI
CSK,LSG,LSG,Chepauk,Bowling,Hot,122,2,15.9,LSG
PBKS,CSK,PBKS,Chepauk,Balanced,Hot,213,1,14.9,PBKS
MI,PBKS,MI,Eden Gardens,Batting,Hot,128,10,16.9,MI
RCB,SRH,SRH,Chinnaswamy Stadium,Batting,Humid,148,5,7.2,RCB
DC,RR,DC,Wankhede Stadium,Batting,Cloudy,149,4,10.5,RR
KKR,PBKS,PBKS,Wankhede Stadium,Bowling,Cloudy,188,8,5.5,KKR
DC,RCB,RCB,Chinnaswamy Stadium,Bowling,Hot,233,6,18.5,RCB
RCB,MI,MI,Chinnaswamy Stadium,Bowling,Cloudy,246,6,6.4,MI
PBKS,SRH,PBKS,Chinnaswamy Stadium,Balanced,Hot,236,2,13.1,SRH
LSG,DC,DC,Chepauk,Balanced,Cloudy,204,7,5.8,LSG
DC,SRH,SRH,Chepauk,Batting,Hot,164,9,17.1,SRH
RCB,MI,MI,Chepauk,Balanced,Humid,229,10,7.3,MI
RCB,GT,RCB,Chinnaswamy Stadium,Bowling,Hot,242,9,10.3,RCB
RR,LSG,RR,Chepauk,Batting,Cloudy,185,7,14.0,RR
SRH,DC,DC,Chepauk,Balanced,Humid,156,3,11.2,DC
SRH,MI,SRH,Chinnaswamy Stadium,Bowling,Humid,184,9,13.5,MI
GT,RR,RR,Wankhede Stadium,Bowling,Hot,218,2,16.4,GT
RR,LSG,LSG,Eden Gardens,Balanced,Humid,217,5,5.5,RR
DC,MI,DC,Eden Gardens,Balanced,Humid,172,3,7.9,DC
DC,RR,DC,Chinnaswamy Stadium,Balanced,Hot,187,6,16.3,DC
PBKS,RCB,PBKS,Chepauk,Bowling,Hot,141,10,19.7,PBKS
SRH,LSG,LSG,Chinnaswamy Stadium,Bowling,Humid,127,10,13.5,LSG
MI,SRH,MI,Eden Gardens,Balanced,Hot,142,7,17.8,SRH
PBKS,DC,PBKS,Wankhede Stadium,Bowling,Cloudy,182,7,13.5,DC
RCB,KKR,KKR,Eden Gardens,Batting,Humid,189,9,17.5,RCB
RCB,GT,RCB,Eden Gardens,Balanced,Cloudy,192,2,14.1,GT
PBKS,LSG,LSG,Chepauk,Batting,Cloudy,161,9,12.4,LSG
SRH,RCB,RCB,Wankhede Stadium,Balanced,Hot,195,4,6.5,SRH
RR,GT,GT,Chepauk,Balanced,Cloudy,140,4,6.7,RR
PBKS,GT,GT,Chinnaswamy Stadium,Bowling,Cloudy,213,8,7.4,PBKS
MI,KKR,MI,Chepauk,Batting,Cloudy,220,6,14.1,KKR
SRH,DC,DC,Narendra Modi Stadium,Balanced,Cloudy,179,4,12.9,DC
RR,GT,GT,Chepauk,Batting,Hot,165,9,7.9,GT
MI,RCB,MI,Chinnaswamy Stadium,Balanced,Hot,157,5,17.6,RCB
RR,RCB,RR,Chinnaswamy Stadium,Bowling,Cloudy,208,7,7.8,RR
GT,SRH,SRH,Chinnaswamy Stadium,Balanced,Humid,230,1,13.0,SRH
PBKS,RR,PBKS,Narendra Modi Stadium,Bowling,Cloudy,145,1,12.1,PBKS
RCB,RR,RCB,Narendra Modi Stadium,Bowling,Humid,149,9,13.5,RCB
DC,RR,DC,Narendra Modi Stadium,Batting,Hot,179,2,16.1,DC
RR,GT,GT,Eden Gardens,Batting,Humid,147,5,15.3,GT
CSK,PBKS,CSK,Narendra Modi Stadium,Balanced,Hot,238,2,16.6,CSK
LSG,DC,DC,Wankhede Stadium,Bowling,Hot,181,6,5.7,DC
SRH,DC,DC,Chepauk,Balanced,Hot,153,0,19.5,SRH
KKR,CSK,KKR,Narendra Modi Stadium,Batting,Cloudy,212,0,8.8,CSK
MI,CSK,MI,Eden Gardens,Bowling,Cloudy,151,9,12.8,CSK
GT,RCB,GT,Wankhede Stadium,Batting,Cloudy,161,10,14.7,RCB
MI,RCB,RCB,Eden Gardens,Balanced,Humid,160,9,9.0,MI
MI,GT,MI,Narendra Modi Stadium,Batting,Hot,131,7,10.1,GT
CSK,RCB,CSK,Narendra Modi Stadium,Batting,Humid,151,0,16.2,CSK
RCB,PBKS,RCB,Eden Gardens,Batting,Hot,232,4,6.7,PBKS
MI,KKR,MI,Chinnaswamy Stadium,Bowling,Cloudy,186,2,19.4,MI
KKR,PBKS,KKR,Eden Gardens,Bowling,Hot,131,7,10.2,KKR
PBKS,DC,DC,Wankhede Stadium,Balanced,Cloudy,143,3,15.2,DC
GT,RCB,GT,Eden Gardens,Balanced,Cloudy,125,4,11.1,RCB
CSK,DC,DC,Narendra Modi Stadium,Batting,Hot,158,4,19.3,DC
GT,CSK,CSK,Wankhede Stadium,Batting,Cloudy,166,0,7.6,CSK
DC,MI,DC,Chinnaswamy Stadium,Batting,Hot,182,9,12.3,MI
PBKS,GT,PBKS,Eden Gardens,Batting,Humid,216,6,15.3,PBKS
RR,DC,DC,Narendra Modi Stadium,Batting,Hot,195,3,16.3,RR
SRH,DC,DC,Chinnaswamy Stadium,Balanced,Hot,193,9,13.6,DC
DC,CSK,CSK,Wankhede Stadium,Bowling,Humid,134,8,9.5,CSK
DC,GT,DC,Chepauk,Balanced,Hot,152,2,18.3,GT
SRH,PBKS,SRH,Narendra Modi Stadium,Balanced,Humid,177,3,10.7,PBKS
DC,LSG,DC,Narendra Modi Stadium,Balanced,Humid,231,0,17.1,DC
KKR,DC,DC,Wankhede Stadium,Bowling,Hot,246,9,7.6,KKR
RCB,RR,RCB,Narendra Modi Stadium,Bowling,Humid,155,7,6.5,RR
PBKS,GT,GT,Wankhede Stadium,Batting,Hot,241,5,5.7,PBKS
DC,KKR,KKR,Narendra Modi Stadium,Balanced,Humid,138,0,19.8,KKR
PBKS,GT,PBKS,Chinnaswamy Stadium,Batting,Cloudy,241,3,10.5,PBKS
RCB,CSK,RCB,Eden Gardens,Batting,Cloudy,160,6,11.6,CSK
RCB,PBKS,PBKS,Eden Gardens,Batting,Humid,171,10,19.2,RCB
RCB,CSK,RCB,Chepauk,Balanced,Hot,143,5,14.9,CSK
RR,MI,RR,Chepauk,Bowling,Hot,230,9,15.2,MI
KKR,DC,KKR,Eden Gardens,Bowling,Humid,147,1,12.2,DC
RCB,DC,RCB,Wankhede Stadium,Balanced,Humid,138,7,14.6,RCB
DC,CSK,DC,Eden Gardens,Batting,Cloudy,192,9,14.2,CSK
SRH,RR,SRH,Wankhede Stadium,Balanced,Hot,223,1,16.4,RR
SRH,DC,SRH,Chepauk,Batting,Humid,206,3,19.5,SRH
PBKS,RCB,PBKS,Chinnaswamy Stadium,Batting,Hot,172,10,11.4,RCB
RR,LSG,RR,Narendra Modi Stadium,Batting,Cloudy,212,8,11.7,LSG
MI,RR,MI,Chinnaswamy Stadium,Batting,Cloudy,176,7,10.6,RR
RCB,LSG,LSG,Chepauk,Batting,Humid,122,4,17.3,LSG
RR,CSK,RR,Wankhede Stadium,Batting,Humid,249,1,13.2,CSK
MI,GT,MI,Chinnaswamy Stadium,Balanced,Humid,133,6,5.8,MI
MI,LSG,LSG,Chepauk,Bowling,Cloudy,142,10,17.9,MI
SRH,CSK,SRH,Narendra Modi Stadium,Balanced,Humid,183,3,16.7,SRH
PBKS,MI,MI,Chinnaswamy Stadium,Batting,Humid,124,7,9.8,PBKS
MI,CSK,MI,Eden Gardens,Balanced,Hot,139,1,5.8,CSK
RR,GT,GT,Chinnaswamy Stadium,Batting,Hot,153,1,18.6,RR
DC,GT,GT,Wankhede Stadium,Balanced,Hot,173,1,16.6,DC
RCB,CSK,CSK,Eden Gardens,Balanced,Humid,221,2,9.0,RCB
DC,GT,DC,Chepauk,Balanced,Humid,249,4,7.2,DC
SRH,CSK,CSK,Chepauk,Batting,Hot,190,1,19.8,CSK
PBKS,KKR,PBKS,Eden Gardens,Batting,Humid,218,0,18.3,KKR
RCB,RR,RCB,Wankhede Stadium,Bowling,Humid,150,5,19.3,RCB
GT,CSK,GT,Narendra Modi Stadium,Bowling,Hot,249,4,8.9,CSK
RCB,KKR,RCB,Eden Gardens,Bowling,Humid,242,5,12.0,KKR
LSG,GT,LSG,Eden Gardens,Bowling,Humid,200,3,6.9,GT
GT,MI,GT,Chinnaswamy Stadium,Balanced,Humid,227,2,8.4,MI
CSK,KKR,KKR,Narendra Modi Stadium,Bowling,Hot,185,3,8.8,CSK
RR,PBKS,RR,Eden Gardens,Balanced,Cloudy,156,5,9.8,RR
KKR,RR,RR,Chepauk,Balanced,Cloudy,123,4,19.4,KKR
PBKS,LSG,PBKS,Narendra Modi Stadium,Batting,Humid,230,9,19.6,PBKS
SRH,CSK,SRH,Chinnaswamy Stadium,Balanced,Hot,131,6,6.3,SRH
LSG,RR,LSG,Chinnaswamy Stadium,Batting,Humid,207,3,16.7,RR
CSK,RCB,RCB,Chinnaswamy Stadium,Bowling,Humid,136,1,8.6,RCB
SRH,MI,MI,Wankhede Stadium,Balanced,Humid,221,10,19.8,SRH
SRH,MI,SRH,Chinnaswamy Stadium,Bowling,Humid,210,10,9.9,MI
CSK,RCB,RCB,Wankhede Stadium,Balanced,Hot,152,4,13.6,RCB
MI,SRH,MI,Narendra Modi Stadium,Balanced,Hot,240,8,7.4,MI
CSK,PBKS,PBKS,Eden Gardens,Bowling,Cloudy,123,9,10.5,PBKS
PBKS,RR,PBKS,Chinnaswamy Stadium,Bowling,Humid,160,9,17.2,RR
RCB,LSG,RCB,Wankhede Stadium,Batting,Hot,143,10,15.1,RCB
LSG,PBKS,LSG,Eden Gardens,Batting,Cloudy,217,0,10.5,PBKS
KKR,CSK,KKR,Eden Gardens,Bowling,Humid,194,7,15.0,KKR
RR,CSK,CSK,Narendra Modi Stadium,Batting,Humid,201,2,6.0,RR
